age,app_guide_consent_to_email_and_sms,app_month,app_year,completion_time_mins,county_name,household_size,documents_count,earned_income_entry_method,email_consent,income_in_last_30_days,interview_preference,job_income,member_over59,member_under18,member_under5,member_under6,members_language,non_job_income,rent_or_mortgage,sms_consent,source,stable_housing,status
38,FALSE,September,2017,14.0066778,San Diego,1,0,,FALSE,1124,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,1399,TRUE,portal,TRUE,approved
26,FALSE,September,2017,8.651140714,San Diego,5,3,,FALSE,2000,Telephone,,FALSE,TRUE,TRUE,TRUE,English,,1650,TRUE,sdtext,TRUE,denied
27,TRUE,September,2017,11.46037745,San Diego,2,0,,TRUE,0,Telephone,,FALSE,TRUE,FALSE,FALSE,English,,0,TRUE,sandiegoweb,FALSE,approved
28,FALSE,September,2017,6.761188749,San Diego,2,1,,FALSE,0,Telephone,,FALSE,TRUE,TRUE,TRUE,English,,400,TRUE,sdtext,TRUE,denied
20,FALSE,September,2017,14.59869941,San Diego,1,0,,FALSE,0,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,0,TRUE,g2,FALSE,denied
43,FALSE,September,2017,3.614517232,San Diego,1,0,,FALSE,1800,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,1025,TRUE,sdtext,TRUE,approved
39,FALSE,September,2017,13.52422738,San Diego,3,0,,FALSE,1100,In-person,,FALSE,TRUE,FALSE,FALSE,Vietnamese,,600,TRUE,g2,TRUE,approved
39,FALSE,September,2017,4.666572217,San Diego,3,0,,TRUE,800,Telephone,,FALSE,TRUE,FALSE,FALSE,English,,1850,FALSE,sandiegoweb,FALSE,denied
28,FALSE,September,2017,16.53966397,San Diego,3,0,,FALSE,3500,Telephone,,FALSE,TRUE,TRUE,TRUE,English,,1800,TRUE,sandiegoweb,TRUE,denied
54,FALSE,September,2017,11.4703257,San Diego,2,0,,TRUE,0,Telephone,,FALSE,FALSE,FALSE,FALSE,Spanish,,1120,FALSE,sdtext,TRUE,approved
67,FALSE,September,2017,6.444063882,San Diego,1,3,,TRUE,1011,In-person,,TRUE,FALSE,FALSE,FALSE,Tagalog,,500,FALSE,g2,TRUE,other
38,FALSE,September,2017,13.77933332,San Diego,5,0,,TRUE,1900,Telephone,,TRUE,TRUE,FALSE,FALSE,English,,2129,FALSE,,TRUE,approved
18,FALSE,September,2017,16.85884868,San Diego,2,0,,TRUE,1200,Telephone,,FALSE,TRUE,TRUE,TRUE,English,,600,FALSE,,TRUE,denied
27,FALSE,September,2017,5.463698582,San Diego,2,0,,FALSE,1000,Telephone,,FALSE,TRUE,TRUE,TRUE,English,,200,TRUE,sandiegoweb,TRUE,approved
32,FALSE,September,2017,13.5515489,San Diego,4,4,,FALSE,1060,Telephone,,FALSE,TRUE,FALSE,FALSE,English,,450,TRUE,sdtext,FALSE,denied
25,FALSE,September,2017,6.675842416,San Francisco,1,0,,TRUE,2000,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,1400,FALSE,,TRUE,denied
53,FALSE,September,2017,9.593756866,San Diego,3,0,,TRUE,0,Telephone,,FALSE,TRUE,FALSE,FALSE,English,,1060,FALSE,g2,TRUE,denied
22,FALSE,September,2017,5.733188999,San Diego,1,0,,TRUE,500,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,1399,FALSE,sdtext,TRUE,denied
79,FALSE,September,2017,11.85063157,San Diego,2,0,,FALSE,0,Telephone,,TRUE,FALSE,FALSE,FALSE,Spanish,,200,TRUE,sdtext,TRUE,other
34,FALSE,September,2017,8.876266082,San Diego,3,4,,FALSE,578,Telephone,,FALSE,TRUE,TRUE,TRUE,Spanish,,500,TRUE,g2,TRUE,approved
19,FALSE,September,2017,4.22670697,San Diego,2,0,,TRUE,1600,Telephone,,TRUE,FALSE,FALSE,FALSE,English,,1000,FALSE,g2,FALSE,denied
21,FALSE,September,2017,4.925893199,San Diego,1,0,,FALSE,300,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,200,TRUE,g2,FALSE,denied
40,FALSE,September,2017,9.004566685,San Diego,4,8,,TRUE,3600,Telephone,,FALSE,TRUE,FALSE,FALSE,English,,400,FALSE,,FALSE,approved
26,FALSE,September,2017,7.056602168,San Francisco,1,0,,TRUE,0,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,0,FALSE,g2,TRUE,denied
46,TRUE,September,2017,9.278090584,San Diego,1,0,,TRUE,1250,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,0,TRUE,sdtext,FALSE,denied
51,FALSE,September,2017,8.507192302,San Diego,1,0,,FALSE,0,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,975,TRUE,sdtext,TRUE,denied
21,FALSE,September,2017,9.66980745,San Diego,1,0,,FALSE,0,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,500,TRUE,google,FALSE,denied
35,TRUE,September,2017,4.286926635,San Diego,3,0,,TRUE,0,Telephone,,FALSE,TRUE,FALSE,FALSE,English,,1500,TRUE,g2es,TRUE,denied
19,FALSE,September,2017,8.263796465,San Francisco,1,1,,FALSE,0,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,300,TRUE,g2,TRUE,denied
27,FALSE,September,2017,11.73150035,San Diego,4,0,,FALSE,1200,Telephone,,FALSE,TRUE,TRUE,TRUE,English,,671,TRUE,,FALSE,denied
20,FALSE,September,2017,6.924288249,San Diego,2,0,,FALSE,284,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,900,TRUE,g2,TRUE,denied
29,FALSE,September,2017,7.542132366,San Diego,1,0,,TRUE,1000,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,200,FALSE,,FALSE,denied
54,FALSE,September,2017,5.650269882,San Diego,1,0,,FALSE,1400,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,600,TRUE,g2,FALSE,denied
29,FALSE,September,2017,3.7285531,San Francisco,2,3,,TRUE,1200,Telephone,,FALSE,TRUE,TRUE,TRUE,English,,600,FALSE,portal,TRUE,approved
41,FALSE,September,2017,2.579505583,San Diego,1,3,,TRUE,1292,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,1080,FALSE,sandiegoweb,TRUE,approved
51,TRUE,September,2017,30.35140962,San Diego,1,0,,TRUE,0,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,0,TRUE,g2,FALSE,approved
24,TRUE,September,2017,20.06047231,San Diego,3,0,,TRUE,2500,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,2100,TRUE,g2,TRUE,denied
49,FALSE,September,2017,18.18566124,San Diego,5,0,,FALSE,1800,Telephone,,FALSE,TRUE,TRUE,TRUE,English,,1600,TRUE,g2,TRUE,denied
26,FALSE,September,2017,7.605552383,San Diego,1,0,,TRUE,2700,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,2100,FALSE,,FALSE,denied
52,FALSE,September,2017,3.876751085,San Diego,1,2,,TRUE,0,In-person,,FALSE,FALSE,FALSE,FALSE,English,,0,FALSE,g2,FALSE,approved
31,FALSE,September,2017,10.60727198,San Diego,1,1,,TRUE,0,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,0,FALSE,g2,TRUE,approved
51,FALSE,September,2017,8.822378266,San Diego,3,5,,TRUE,2000,Telephone,,FALSE,TRUE,FALSE,FALSE,English,,600,FALSE,portal,TRUE,denied
35,FALSE,September,2017,5.06161325,San Diego,1,1,,TRUE,0,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,0,FALSE,,FALSE,approved
36,FALSE,September,2017,17.39729998,San Diego,3,1,,FALSE,2000,Telephone,,FALSE,TRUE,TRUE,TRUE,Spanish,,1200,TRUE,sdtext,TRUE,other
29,FALSE,September,2017,4.642518683,San Diego,1,1,,TRUE,0,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,0,FALSE,,FALSE,approved
61,FALSE,September,2017,6.601975234,San Diego,1,1,,FALSE,0,Telephone,,TRUE,FALSE,FALSE,FALSE,English,,0,TRUE,sandiegoweb,FALSE,approved
21,FALSE,September,2017,6.428014783,San Diego,1,1,,TRUE,50,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,750,FALSE,,FALSE,approved
57,FALSE,September,2017,21.38271163,San Diego,1,0,,FALSE,895,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,1750,TRUE,g2,TRUE,denied
46,FALSE,September,2017,11.56158535,San Diego,3,0,,FALSE,1800,In-person,,FALSE,TRUE,FALSE,FALSE,English,,1300,TRUE,fb2,TRUE,approved
32,FALSE,September,2017,43.20305733,San Diego,5,0,,FALSE,2300,Telephone,,FALSE,TRUE,TRUE,TRUE,English,,1690,TRUE,sdtext,TRUE,denied
46,TRUE,September,2017,15.74964155,San Diego,4,0,,TRUE,2650,Telephone,,TRUE,TRUE,TRUE,TRUE,English,,1200,TRUE,sdtext,TRUE,denied
52,FALSE,September,2017,2.790141948,San Diego,1,0,,FALSE,1122,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,755,TRUE,fb2,FALSE,approved
23,FALSE,September,2017,8.772988919,San Diego,1,0,,FALSE,0,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,1675,TRUE,g2,TRUE,approved
32,FALSE,September,2017,11.63969125,San Diego,3,0,,FALSE,2399,Telephone,,FALSE,TRUE,TRUE,TRUE,English,,2800,TRUE,sdtext,TRUE,denied
22,FALSE,September,2017,5.11578395,San Francisco,1,1,,TRUE,999,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,708,FALSE,,TRUE,approved
27,TRUE,September,2017,11.80839138,San Diego,3,0,,TRUE,3332,Telephone,,FALSE,TRUE,TRUE,TRUE,English,,1566,TRUE,g2,TRUE,denied
73,FALSE,September,2017,13.30580018,San Diego,2,0,,TRUE,657,Telephone,,TRUE,FALSE,FALSE,FALSE,English,,976,FALSE,,TRUE,denied
25,TRUE,September,2017,6.896023719,San Diego,1,4,,TRUE,1500,In-person,,FALSE,FALSE,FALSE,FALSE,English,,600,TRUE,g2,TRUE,denied
46,FALSE,September,2017,5.084841033,San Diego,1,0,,FALSE,201,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,300,TRUE,bing,TRUE,denied
28,FALSE,September,2017,7.549883568,San Francisco,1,1,,TRUE,0,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,0,FALSE,g2,TRUE,approved
30,FALSE,September,2017,7.666620251,San Diego,1,0,,TRUE,0,In-person,,FALSE,FALSE,FALSE,FALSE,English,,0,FALSE,,TRUE,denied
27,FALSE,September,2017,6.281255285,San Diego,2,0,,FALSE,1100,Telephone,,FALSE,TRUE,FALSE,FALSE,English,,489,TRUE,g2,TRUE,approved
51,FALSE,September,2017,6.74278785,San Diego,2,0,,FALSE,0,In-person,,FALSE,TRUE,FALSE,FALSE,English,,0,TRUE,portal,FALSE,denied
43,TRUE,September,2017,5.011643434,San Diego,1,0,,TRUE,700,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,100,TRUE,g2,TRUE,approved
22,FALSE,September,2017,2.92635812,San Diego,1,7,,TRUE,1075,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,150,FALSE,g2,TRUE,approved
49,FALSE,September,2017,5.407352785,San Diego,1,0,,FALSE,804,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,450,TRUE,g2,TRUE,approved
24,FALSE,September,2017,8.209153016,San Diego,1,4,,FALSE,1346,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,768,TRUE,sandiegoweb,TRUE,approved
38,FALSE,September,2017,26.66739673,San Diego,4,0,,TRUE,1300,Telephone,,FALSE,TRUE,FALSE,FALSE,English,,300,FALSE,,TRUE,approved
33,FALSE,September,2017,5.695100669,San Francisco,2,0,,FALSE,700,Telephone,,FALSE,TRUE,FALSE,TRUE,English,,150,TRUE,g2,TRUE,denied
62,FALSE,September,2017,9.055598768,San Diego,2,0,,FALSE,2002,Telephone,,TRUE,FALSE,FALSE,FALSE,English,,800,TRUE,sdtext,TRUE,approved
30,FALSE,September,2017,5.10533042,San Diego,1,1,,TRUE,150,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,0,FALSE,g2,FALSE,denied
55,FALSE,September,2017,12.91213352,San Francisco,1,0,,FALSE,0,In-person,,FALSE,FALSE,FALSE,FALSE,English,,0,TRUE,,TRUE,approved
27,TRUE,September,2017,16.63483164,San Diego,2,3,,TRUE,1660,Telephone,,FALSE,TRUE,TRUE,TRUE,English,,950,TRUE,portal,TRUE,denied
77,FALSE,September,2017,38.08967212,San Diego,2,0,,TRUE,1802,Telephone,,TRUE,FALSE,FALSE,FALSE,English,,540,FALSE,sdtext,TRUE,other
62,FALSE,September,2017,9.570611016,San Diego,2,0,,FALSE,3720,Telephone,,TRUE,TRUE,FALSE,FALSE,English,,1745,TRUE,g2,TRUE,denied
30,FALSE,September,2017,6.988944232,San Francisco,4,0,,FALSE,2275,Telephone,,FALSE,TRUE,FALSE,TRUE,English,,1700,FALSE,g2,TRUE,approved
61,FALSE,September,2017,20.46490495,San Diego,3,0,,TRUE,1230,In-person,,TRUE,FALSE,FALSE,FALSE,English,,1300,FALSE,g2,FALSE,denied
33,TRUE,September,2017,11.5921612,San Diego,1,0,,TRUE,700,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,0,TRUE,g2,TRUE,denied
24,TRUE,September,2017,14.31372067,San Diego,2,0,,TRUE,0,Telephone,,FALSE,TRUE,TRUE,TRUE,English,,250,TRUE,g2,FALSE,denied
28,FALSE,September,2017,15.7929827,San Diego,3,0,,FALSE,1676,Telephone,,FALSE,TRUE,TRUE,TRUE,English,,500,TRUE,,TRUE,approved
34,TRUE,September,2017,15.09491092,San Diego,3,3,,TRUE,0,In-person,,FALSE,TRUE,FALSE,TRUE,English,,0,TRUE,g2,TRUE,approved
26,FALSE,September,2017,7.847824148,San Diego,3,0,,FALSE,0,Telephone,,FALSE,TRUE,TRUE,TRUE,English,,50,TRUE,,FALSE,approved
23,FALSE,September,2017,5.51741432,San Diego,1,0,,TRUE,0,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,0,FALSE,g2,TRUE,approved
27,FALSE,September,2017,6.220468481,San Diego,4,0,,FALSE,960,Telephone,,FALSE,TRUE,TRUE,TRUE,English,,1500,TRUE,g2,TRUE,approved
21,FALSE,September,2017,11.90936484,San Diego,11,0,,FALSE,5000,Telephone,,FALSE,TRUE,TRUE,TRUE,English,,2000,TRUE,g2,TRUE,denied
26,TRUE,September,2017,6.106347732,San Diego,1,0,,TRUE,500,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,0,TRUE,portal,FALSE,denied
87,FALSE,September,2017,19.2152741,San Diego,4,0,,TRUE,2250,Telephone,,TRUE,FALSE,FALSE,FALSE,English,,1750,FALSE,sdtext,FALSE,denied
51,TRUE,September,2017,8.204218618,San Diego,2,1,,TRUE,1300,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,800,TRUE,g2,TRUE,approved
58,TRUE,September,2017,6.064119899,San Diego,1,0,,TRUE,1500,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,1500,TRUE,g2,TRUE,approved
20,FALSE,September,2017,9.132371398,San Diego,2,0,,FALSE,2400,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,995,TRUE,sandiegoweb,TRUE,denied
56,FALSE,September,2017,19.61201322,San Diego,1,0,,TRUE,0,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,0,FALSE,g2,FALSE,denied
26,FALSE,September,2017,7.820759149,San Diego,1,4,,FALSE,855,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,638,TRUE,sdtext,TRUE,approved
48,FALSE,September,2017,16.53553395,San Francisco,1,0,,FALSE,0,In-person,,FALSE,FALSE,FALSE,FALSE,English,,550,TRUE,g2,TRUE,denied
40,FALSE,September,2017,15.42864186,San Diego,4,0,,FALSE,3750,Telephone,,FALSE,TRUE,TRUE,TRUE,English,,1650,TRUE,g2,TRUE,denied
59,FALSE,September,2017,7.121244701,San Diego,1,0,,TRUE,1150,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,500,FALSE,sdtext,TRUE,approved
20,FALSE,September,2017,8.652302333,San Francisco,2,5,,FALSE,1610,Telephone,,FALSE,TRUE,TRUE,TRUE,English,,1205,TRUE,sfmfb,TRUE,approved
27,FALSE,September,2017,5.114992499,San Diego,3,0,,FALSE,2000,Telephone,,FALSE,TRUE,TRUE,TRUE,English,,1100,TRUE,fb2,TRUE,approved
24,FALSE,September,2017,10.29603057,San Diego,2,0,,TRUE,1700,Telephone,,FALSE,TRUE,TRUE,TRUE,English,,400,FALSE,bing,TRUE,approved
24,FALSE,September,2017,4.814317401,San Diego,1,0,,FALSE,1200,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,550,TRUE,g2,TRUE,denied
34,FALSE,September,2017,6.206986117,San Diego,1,0,,FALSE,800,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,1100,TRUE,,TRUE,approved
42,TRUE,September,2017,6.569569047,San Francisco,1,0,,TRUE,0,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,0,TRUE,g2,FALSE,approved
37,TRUE,September,2017,3.693325619,San Diego,1,1,,TRUE,0,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,0,TRUE,sdtext,TRUE,approved
22,FALSE,September,2017,4.656396468,San Diego,1,3,,TRUE,0,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,0,FALSE,g2,FALSE,denied
45,FALSE,September,2017,12.61807787,San Diego,3,0,,FALSE,1200,Telephone,,FALSE,TRUE,FALSE,FALSE,English,,400,TRUE,g2,TRUE,denied
30,FALSE,September,2017,4.760154164,San Diego,2,0,,TRUE,1700,Telephone,,FALSE,TRUE,FALSE,FALSE,English,,995,FALSE,,TRUE,approved
34,FALSE,September,2017,11.21783205,San Diego,1,0,,FALSE,284,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,0,TRUE,sandiegoweb,TRUE,approved
37,FALSE,September,2017,10.20516915,San Diego,1,0,,FALSE,0,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,500,TRUE,g2,TRUE,denied
43,FALSE,September,2017,14.26145693,San Diego,1,1,,TRUE,0,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,0,FALSE,,FALSE,approved
23,TRUE,September,2017,237.6816499,San Diego,1,0,,TRUE,0,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,0,TRUE,g2,FALSE,approved
31,FALSE,September,2017,8.297487533,San Diego,4,0,,TRUE,4937,Telephone,,FALSE,TRUE,TRUE,TRUE,English,,2300,FALSE,,TRUE,denied
37,FALSE,September,2017,10.16154437,San Diego,5,4,,FALSE,2750,Telephone,,FALSE,TRUE,FALSE,TRUE,English,,2400,TRUE,g2,TRUE,denied
20,FALSE,September,2017,3.946359817,San Diego,1,0,,FALSE,100,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,0,TRUE,g2,FALSE,denied
43,TRUE,September,2017,10.38540848,San Diego,3,0,,TRUE,1600,Telephone,,FALSE,TRUE,TRUE,TRUE,English,,1000,TRUE,g2,TRUE,approved
29,FALSE,September,2017,3.767489048,San Diego,1,0,,FALSE,0,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,0,TRUE,g2,TRUE,approved
30,FALSE,September,2017,13.36444845,San Diego,3,0,,TRUE,2250,Telephone,,FALSE,TRUE,TRUE,TRUE,English,,900,FALSE,,TRUE,denied
27,FALSE,September,2017,12.0135206,San Diego,2,0,,TRUE,1400,Telephone,,FALSE,TRUE,TRUE,TRUE,English,,650,FALSE,g2,TRUE,denied
30,TRUE,September,2017,7.632457415,San Diego,1,0,,TRUE,0,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,0,TRUE,g2,FALSE,denied
21,FALSE,September,2017,8.111552,San Diego,1,0,,FALSE,600,In-person,,FALSE,FALSE,FALSE,FALSE,English,,900,TRUE,g2,FALSE,approved
54,FALSE,September,2017,13.47502712,San Diego,3,0,,FALSE,2500,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,642,TRUE,,TRUE,denied
30,FALSE,September,2017,9.823283784,San Diego,1,0,,FALSE,1500,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,150,FALSE,g2,TRUE,approved
24,TRUE,September,2017,85.5434069,San Diego,5,7,,TRUE,7130,Telephone,,FALSE,TRUE,TRUE,TRUE,English,,1424,TRUE,g2,TRUE,denied
49,FALSE,September,2017,5.082025313,San Diego,1,0,,FALSE,0,In-person,,FALSE,FALSE,FALSE,FALSE,English,,0,TRUE,g2,FALSE,approved
66,FALSE,September,2017,36.56021042,San Diego,1,0,,FALSE,0,Telephone,,TRUE,FALSE,FALSE,FALSE,English,,900,TRUE,g2,FALSE,approved
24,FALSE,September,2017,4.443013585,San Francisco,1,0,,FALSE,0,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,300,FALSE,g2,FALSE,approved
33,FALSE,September,2017,12.68504738,San Diego,5,0,,TRUE,2200,Telephone,,FALSE,TRUE,FALSE,FALSE,English,,1250,FALSE,g2,TRUE,approved
49,FALSE,September,2017,3.990865564,San Diego,1,0,,TRUE,1200,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,500,FALSE,g2,TRUE,denied
28,FALSE,September,2017,7.162632716,San Francisco,1,0,,TRUE,0,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,0,FALSE,g2,TRUE,denied
52,FALSE,September,2017,7.93276695,San Diego,1,0,,FALSE,1600,In-person,,FALSE,FALSE,FALSE,FALSE,English,,1200,TRUE,,TRUE,denied
25,TRUE,September,2017,13.26050183,San Francisco,2,0,,TRUE,2809,Telephone,,FALSE,TRUE,FALSE,TRUE,English,,500,TRUE,g2,FALSE,denied
19,FALSE,September,2017,6.001421948,San Diego,1,0,,TRUE,0,In-person,,FALSE,FALSE,FALSE,FALSE,English,,0,FALSE,g2,FALSE,approved
44,FALSE,September,2017,10.02266277,San Diego,1,0,,TRUE,200,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,0,FALSE,g2,FALSE,denied
56,FALSE,September,2017,8.170459783,San Diego,1,0,,TRUE,150,In-person,,FALSE,FALSE,FALSE,FALSE,English,,50,FALSE,g2,FALSE,approved
38,FALSE,September,2017,23.0009757,San Francisco,3,0,,FALSE,1200,Telephone,,FALSE,TRUE,TRUE,TRUE,Spanish,,800,TRUE,g2es,TRUE,approved
27,FALSE,September,2017,31.72569904,San Diego,3,1,,FALSE,0,Telephone,,FALSE,TRUE,TRUE,TRUE,English,,0,TRUE,g2,FALSE,approved
21,FALSE,September,2017,8.758092014,San Diego,2,0,,FALSE,2000,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,1200,TRUE,g2,TRUE,denied
37,FALSE,September,2017,5.406048365,San Diego,3,0,,FALSE,0,Telephone,,FALSE,TRUE,FALSE,FALSE,English,,0,TRUE,portal,FALSE,denied
34,FALSE,September,2017,8.895798783,San Diego,3,5,,TRUE,2192,Telephone,,FALSE,TRUE,FALSE,FALSE,English,,1100,FALSE,,TRUE,approved
18,FALSE,September,2017,4.718217548,San Diego,1,0,,FALSE,1600,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,300,TRUE,g2,TRUE,denied
37,FALSE,September,2017,8.245840033,San Diego,1,0,,TRUE,0,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,500,FALSE,g2,FALSE,denied
26,TRUE,September,2017,5.326290286,San Diego,1,0,,TRUE,647,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,675,TRUE,g2,TRUE,denied
60,FALSE,September,2017,7.694834801,San Diego,1,0,,TRUE,0,Telephone,,TRUE,FALSE,FALSE,FALSE,English,,700,FALSE,,TRUE,approved
26,FALSE,September,2017,4.994465415,San Diego,1,1,,TRUE,0,In-person,,FALSE,FALSE,FALSE,FALSE,English,,650,FALSE,,FALSE,denied
24,FALSE,September,2017,14.55107185,San Diego,4,0,,FALSE,2300,In-person,,FALSE,TRUE,TRUE,TRUE,English,,100,TRUE,portal,FALSE,denied
20,FALSE,September,2017,6.067816265,San Diego,1,0,,FALSE,0,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,0,TRUE,g2,FALSE,approved
24,FALSE,September,2017,7.275223517,San Diego,4,7,,TRUE,4120,In-person,,FALSE,TRUE,TRUE,TRUE,English,,1225,FALSE,g2,TRUE,other
38,FALSE,September,2017,6.675056366,San Diego,5,0,,FALSE,480,Telephone,,FALSE,TRUE,FALSE,FALSE,English,,1775,TRUE,,TRUE,denied
24,FALSE,September,2017,4.313452601,San Diego,1,3,,TRUE,1200,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,0,FALSE,g2,FALSE,denied
57,FALSE,September,2017,7.242542803,San Francisco,1,0,,FALSE,0,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,3000,TRUE,,TRUE,denied
1,FALSE,September,2017,81.73535553,San Diego,3,0,,FALSE,,In-person,,FALSE,TRUE,TRUE,TRUE,English,,1500,TRUE,portal,TRUE,denied
54,TRUE,September,2017,22.33903666,San Diego,4,0,,TRUE,,Telephone,,TRUE,TRUE,TRUE,TRUE,Spanish,,0,TRUE,sdtext,TRUE,denied
27,FALSE,September,2017,7.932149049,San Diego,4,0,,TRUE,0,Telephone,,FALSE,TRUE,TRUE,TRUE,Spanish,,1895,FALSE,,TRUE,approved
38,TRUE,September,2017,6.208921814,San Diego,2,0,,TRUE,456,Telephone,,FALSE,TRUE,TRUE,TRUE,English,,0,TRUE,sandiegoweb,FALSE,approved
34,FALSE,September,2017,4.235301383,San Diego,3,0,,TRUE,900,Telephone,,FALSE,TRUE,FALSE,FALSE,Spanish,,900,FALSE,g2,FALSE,denied
32,TRUE,September,2017,4.405646785,San Diego,1,1,,TRUE,0,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,0,TRUE,,FALSE,approved
22,FALSE,September,2017,12.35325375,San Diego,3,0,,TRUE,3000,Telephone,,FALSE,TRUE,TRUE,TRUE,English,,1100,FALSE,sandiegoweb,TRUE,denied
30,FALSE,September,2017,4.3473701,San Francisco,1,0,,FALSE,1200,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,850,TRUE,g2,TRUE,denied
40,TRUE,September,2017,13.00530685,San Diego,1,1,,TRUE,0,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,0,TRUE,,FALSE,denied
18,TRUE,September,2017,11.30926548,San Diego,1,0,,TRUE,0,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,0,TRUE,g2,FALSE,approved
29,FALSE,September,2017,8.962759602,San Diego,1,8,,TRUE,1800,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,650,FALSE,sandiegoweb,TRUE,approved
52,FALSE,September,2017,20.14420025,San Diego,1,0,,FALSE,400,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,0,TRUE,g2,FALSE,denied
36,TRUE,September,2017,5.762712081,San Diego,1,0,,TRUE,2200,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,900,TRUE,sdtext,TRUE,denied
30,FALSE,September,2017,8.115219971,San Diego,2,0,,FALSE,1300,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,600,TRUE,g2,TRUE,denied
31,TRUE,September,2017,5.81595095,San Francisco,1,1,,TRUE,240,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,200,TRUE,g2,FALSE,denied
35,FALSE,September,2017,4.423044415,San Diego,1,0,,TRUE,0,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,800,FALSE,,TRUE,denied
62,TRUE,September,2017,20.28325678,San Diego,2,6,,TRUE,2887,In-person,,TRUE,FALSE,FALSE,FALSE,English,,1607,TRUE,,TRUE,denied
28,FALSE,September,2017,12.44516182,San Diego,5,0,,TRUE,1500,Telephone,,FALSE,TRUE,FALSE,TRUE,English,,1755,FALSE,,TRUE,denied
